x,pred_mean,pred_lo_2.5,pred_hi_97.5,xvar,ycol,sec,subgroup,n_sample,plot_mode,n_boot_ok
27.56983240223464,69.75146869531922,69.33103134507934,70.13706452021617,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
27.726256983240223,69.8199374482138,69.40598027342205,70.19923992352984,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
27.88268156424581,69.88881586425293,69.4813769090182,70.26189650064322,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
28.039106145251395,69.95812216997773,69.55716939972606,70.32512682661485,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
28.195530726256983,70.02787459192913,69.63516700165337,70.38902347650328,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
28.35195530726257,70.09809135664813,69.7113847499763,70.46029458592673,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
28.508379888268156,70.1687906906758,69.78799392545025,70.53400005727153,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
28.664804469273744,70.23999082055325,69.86494141103685,70.6038004149973,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
28.821229050279328,70.3117099431059,69.9421740896978,70.67552190764712,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
28.977653631284916,70.38396593019831,70.0148221915504,70.74624326297447,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
29.134078212290504,70.45677590523991,70.08375936468872,70.81591532072613,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
29.290502793296092,70.5301536059896,70.16014038558194,70.88268196889236,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
29.446927374301676,70.6041114810731,70.22851470053169,70.95239230910795,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
29.60335195530726,70.67866197657845,70.29898617774862,71.02145904209581,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
29.75977653631285,70.7538175385934,70.37337086492613,71.1007872186581,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
29.916201117318437,70.82959061320615,70.44899537855494,71.18293449467023,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
30.072625698324025,70.90599364650441,70.52581088965863,71.26104006332154,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
30.22905027932961,70.9830390845762,70.60376856926067,71.34060102759418,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
30.385474860335194,71.06073937350956,70.68281958838463,71.42258691678568,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
30.54189944134078,71.13910695939235,70.75806817764595,71.50540040719595,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
30.69832402234637,71.21815428831253,70.83557780719511,71.58901522087102,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
30.854748603351958,71.29789380635805,70.91802902810268,71.67340507985689,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
31.011173184357542,71.37833795961689,71.00166726235472,71.75854370619957,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
31.167597765363126,71.45949919417694,71.08624046443609,71.84128639560973,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
31.324022346368714,71.54138995612621,71.15435232130318,71.92129016947928,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
31.480446927374302,71.62402269155264,71.24085299878445,72.00559180304062,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
31.63687150837989,71.70740984654408,71.32958076976858,72.09244972194382,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
31.793296089385475,71.79156386718867,71.41892108175256,72.18003513949064,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
31.94972067039106,71.8764971995741,71.50525663306496,72.26832119452078,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
32.10614525139665,71.9622222897885,71.5909035167085,72.35728102587396,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
32.262569832402235,72.04875158391982,71.6778755122267,72.44688777238989,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
32.41899441340782,72.13609752805597,71.76626741976655,72.53458038165886,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
32.57541899441341,72.2242725682828,71.85617403947492,72.6211804324044,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
32.73184357541899,72.31328901452747,71.94769017149878,72.70851174481521,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
32.88826815642458,72.40315867217984,72.0386915455594,72.79659874322721,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
33.04469273743017,72.493892958046,72.1279647778224,72.88546550586108,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
33.201117318435756,72.58547961308847,72.21971770379002,72.9751059556495,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
33.357541899441344,72.67786466530556,72.31501149112775,73.06546088683999,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
33.513966480446925,72.77098989666925,72.41010352432652,73.16281323634372,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
33.67039106145251,72.86479708915125,72.5084292985166,73.25989478683047,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
33.8268156424581,72.95922802472352,72.60080789012903,73.34580924462288,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
33.98324022346369,73.05422448535782,72.69226574093156,73.4476582622604,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
34.13966480446928,73.14972825302613,72.78392106332771,73.5556280043112,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
34.29608938547486,73.24568110970026,72.87576894180802,73.66020166437474,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
34.452513966480446,73.34202483735203,72.96780446086308,73.75676968031999,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
34.608938547486034,73.43870121795332,73.06002270498337,73.85375591003023,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
34.76536312849162,73.53565203347607,73.15241875865948,73.95115225406894,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
34.92178770949721,73.63281906589208,73.23960670551463,74.05311414380934,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
35.07821229050279,73.73014409717317,73.32172116738332,74.1548141839391,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
35.23463687150838,73.82756890929116,73.40423439399812,74.25580648298647,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
35.391061452513966,73.92503528421814,73.48718730950512,74.35078173075492,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
35.547486033519554,74.02248500392572,73.57713802618231,74.44618120461884,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
35.70391061452514,74.11985985038586,73.67746325015828,74.54368915075467,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
35.86033519553072,74.21710160557049,73.76366095186646,74.64372951087049,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
36.01675977653631,74.31415205145133,73.8554028955578,74.74411518982272,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
36.1731843575419,74.41095297000034,73.96353465347337,74.84483808817488,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
36.32960893854749,74.50744614318933,74.06115541386772,74.94589010649044,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
36.486033519553075,74.60357335308336,74.1424366482909,75.04726314533289,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
36.642458100558656,74.69927638617864,74.22936747169952,75.15016067817152,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
36.798882681564244,74.79449703524585,74.33063344304622,75.25093988685248,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
36.95530726256983,74.8891770935315,74.43218354280786,75.35322739065661,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
37.11173184357542,74.98325984881359,74.51889998825003,75.45259657630231,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
37.26815642458101,75.07670327114823,74.60091866038584,75.54957798978356,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
37.42458100558659,75.16947366409931,74.67292385929518,75.6513792827163,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
37.581005586592184,75.26153742688071,74.76849323728608,75.74667522717009,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
37.737430167597765,75.35286095870649,74.86313370664544,75.83809008464327,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
37.89385474860335,75.44341065879068,74.95094461808746,75.94052643941015,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
38.05027932960894,75.53315292634704,75.03927307143742,76.04372804492054,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
38.20670391061452,75.6220541605896,75.1280273412807,76.1328241029959,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
38.36312849162012,75.71008076073235,75.21711570220265,76.20956214995418,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
38.5195530726257,75.79719912598927,75.30017436878875,76.28430881180313,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
38.675977653631286,75.88337565557428,75.37613384725917,76.37827815003442,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
38.832402234636874,75.96857674870135,75.46661818677649,76.46806677041064,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
38.988826815642454,76.05276880458439,75.53583250337925,76.54102374300429,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
39.14525139664805,76.13591822243737,75.60404374432738,76.64542144827536,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
39.30167597765363,76.21799140147431,75.6712709832291,76.75114073674017,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
39.45810055865922,76.29895474090911,75.73753329369262,76.85558409322202,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
39.614525139664806,76.37877463995578,75.80284974932624,76.95862056976526,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
39.77094972067039,76.45741749782822,75.86776386924262,77.0601192184142,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
39.92737430167598,76.53484971374036,75.93562728346919,77.15994909121324,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
40.08379888268156,76.61103768690627,76.00285085755787,77.25797924020668,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
40.24022346368715,76.68594781653981,76.069448324356,77.35091981286499,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
40.39664804469274,76.75954654235547,76.13543341671088,77.4267156575098,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
40.55307262569832,76.8318007090228,76.20081986746985,77.50085695637728,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
40.709497206703915,76.90267739425839,76.26562140948019,77.57328546475924,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
40.865921787709496,76.97214367857107,76.32985177558925,77.64394293794747,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
41.022346368715084,77.0401666618467,76.3908171744138,77.71277118076242,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
41.17877094972067,77.10672328728509,76.4454286181958,77.77973715857893,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
41.33519553072625,77.17181632709733,76.49927128827652,77.84507620928593,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
41.49162011173185,77.23545273884082,76.5523400423613,77.91968299846673,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
41.64804469273743,77.29763948007277,76.61247552584474,77.99228243491672,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
41.80446927374302,77.35838350835067,76.65613523336437,78.06296862294795,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
41.960893854748605,77.41769178123175,76.70685138569337,78.1318356668724,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
42.117318435754186,77.4755712562733,76.75677305284779,78.1989776710021,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
42.27374301675978,77.53202889103252,76.80589509253299,78.26448873964898,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
42.43016759776536,77.58707164306706,76.84679762478163,78.3284629771251,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
42.58659217877095,77.64070646993399,76.88968562009296,78.39099448774243,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
42.74301675977654,77.69294032919065,76.93058614096196,78.452177375813,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
42.89944134078212,77.74378017839443,76.95910007100807,78.51210574564877,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
43.05586592178771,77.79323297510254,76.98709121844865,78.52471456615933,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
43.212290502793294,77.84130567687252,77.01464974349201,78.54463432397546,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
43.36871508379888,77.88800524126138,77.04186580634638,78.61402996072334,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
43.52513966480447,77.93333862582668,77.06882953112465,78.681745862216,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
43.68156424581005,77.97731278812563,77.06516626035568,78.74777256968068,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
43.837988826815646,78.01993468571554,77.10649029914201,78.81360464348194,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
43.99441340782123,78.06121127615374,77.14910864003895,78.89074112703477,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
44.150837988826815,78.10114951701013,77.17596479507213,78.95766256532258,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
44.3072625698324,78.1397564746345,77.20301944916582,79.01053496508524,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
44.463687150837984,78.17703958890182,77.21114757813959,79.0630938897331,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
44.62011173184358,78.21300637979674,77.2580848953678,79.11543344357815,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
44.77653631284916,78.24766436730404,77.28627600789258,79.16764773093243,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
44.93296089385475,78.28102107140845,77.31502626031087,79.21404019166054,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
45.089385474860336,78.31308516895088,77.34442252589756,79.2644406878371,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
45.24581005586592,78.34388476834258,77.36428098224812,79.31309837451256,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
45.40223463687151,78.37346410167912,77.3792499441659,79.36007296552333,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
45.55865921787709,78.40186788910464,77.35721170620485,79.4054250942825,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
45.71508379888268,78.4291408507635,77.37339896159023,79.44921539420326,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
45.87150837988827,78.45532770679989,77.3628206343105,79.49859338008889,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
46.02793296089386,78.48047317735814,77.35006937508422,79.58593907056184,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
46.184357541899445,78.50462198258245,77.33523390435423,79.63636041506761,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
46.340782122905026,78.52781884261711,77.35073075876706,79.64423237696235,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
46.497206703910614,78.5501084776064,77.34366486492664,79.64979592596751,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
46.6536312849162,78.57153560769453,77.2912897090718,79.69219555081892,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
46.81005586592179,78.59214495302587,77.2568243152534,79.76108544358112,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
46.96648044692738,78.61198123374444,77.23289859364704,79.82974323112568,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
47.12290502793296,78.63108916999482,77.20742098319387,79.89817812609512,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
47.279329608938546,78.649513481921,77.1804802043367,79.96639934113196,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
47.435754189944134,78.66729888966739,77.09480568922815,80.01793742958586,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
47.59217877094972,78.68449011337823,77.0753439481104,80.04952533903199,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
47.74860335195531,78.70113187319761,77.06472127029633,80.08381593265824,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
47.90502793296089,78.7172688892701,77.04948797658359,80.10660637232175,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
48.06145251396648,78.73294597614657,77.02693399948936,80.16379217714562,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
48.21787709497207,78.74820855009071,76.99307733950731,80.23302770327695,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
48.374301675977655,78.76310095477771,76.9366567014285,80.30220368087689,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
48.53072625698324,78.77766726899547,76.87504595825602,80.37133479106356,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
48.687150837988824,78.79195157153207,76.81271972548677,80.44043571495509,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
48.84357541899441,78.80599794117546,76.74979036396883,80.50952113366955,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
49.0,78.81985045671367,76.67654484881304,80.57860572832506,ET_CO2,rSO2_Ch1,1,All,10000,slice_median,0
