plot_mode,subgroup,ycol,xvar,sec,n_sample,n_boot_ok,x,y,y_lo,y_hi,x_lim_lo,x_lim_hi,y_lim_lo,y_lim_hi
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,23.033519553072622,67.88228402153467,67.349906470067907,68.39734434287556,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,23.18994413407821,67.94236163826281,67.43163788940483,68.42485415854446,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,23.3463687150838,68.00302627202716,67.51105850798267,68.48230368681705,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,23.502793296089383,68.06423501433534,67.59031160431712,68.549221680113,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,23.65921787709497,68.12594495669482,67.65042921094488,68.61571518339902,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,23.81564245810056,68.18811319061327,67.69298669476957,68.66755836198769,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,23.972067039106147,68.25069680759816,67.73752647825651,68.72783715597018,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,24.12849162011173,68.31365289915705,67.78399002297111,68.7917037280084,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,24.28491620111732,68.3769385567975,67.83231879047877,68.84229588026707,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,24.441340782122904,68.4405108720271,67.90314348182005,68.88866450013003,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,24.59776536312849,68.50432693635331,67.97901296964703,68.9393443872125,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,24.75418994413408,68.56834384128373,68.05545844756153,68.99479152691316,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,24.910614525139664,68.63251868923207,68.12233158233815,69.06400371265045,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,25.067039106145252,68.69680997920169,68.18648696325602,69.13215645618092,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,25.22346368715084,68.761202931361,68.2671264146589,69.19922328666206,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,25.379888268156424,68.82571392200862,68.34748892387093,69.26529009000612,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,25.536312849162012,68.89036117768563,68.41189551937839,69.33044944127161,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,25.692737430167597,68.95516292493292,68.46905895417771,69.39479391551714,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,25.849162011173185,69.02013739029167,68.54467708389241,69.45841608780123,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,26.005586592178773,69.08530280030274,68.61757343177706,69.52140853318241,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,26.162011173184357,69.15067738150728,68.68519341978902,69.58084833158864,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,26.318435754189945,69.21627936044628,68.75377963647193,69.63624721690871,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,26.47486033519553,69.28212696366066,68.82328022968403,69.69055350841134,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,26.63128491620112,69.34823841769145,68.89364334728359,69.74474951958132,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,26.787709497206706,69.41463194907985,68.96481713712885,69.8073837973852,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,26.94413407821229,69.48132578436662,69.03674974707803,69.8871566018573,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,27.10055865921788,69.54833815009296,69.10938932498942,69.95138584297354,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,27.256983240223462,69.61568727279987,69.18268401872129,70.01301472019414,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,27.41340782122905,69.6833913790283,69.25658197613183,70.07512975338635,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,27.56983240223464,69.75146869531922,69.33103134507934,70.13706452021617,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,27.726256983240223,69.8199374482138,69.40598027342205,70.19923992352984,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,27.88268156424581,69.88881586425293,69.4813769090182,70.26189650064322,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,28.039106145251395,69.95812216997773,69.55716939972606,70.32512682661485,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,28.195530726256983,70.02787459192913,69.63516700165337,70.38902347650328,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,28.35195530726257,70.09809135664813,69.7113847499763,70.46029458592673,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,28.508379888268156,70.1687906906758,69.78799392545025,70.53400005727153,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,28.664804469273744,70.23999082055325,69.86494141103685,70.6038004149973,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,28.821229050279328,70.3117099431059,69.9421740896978,70.67552190764712,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,28.977653631284916,70.38396593019831,70.0148221915504,70.74624326297447,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,29.134078212290504,70.45677590523991,70.08375936468872,70.81591532072613,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,29.290502793296092,70.5301536059896,70.16014038558194,70.88268196889236,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,29.446927374301676,70.6041114810731,70.22851470053169,70.95239230910795,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,29.60335195530726,70.67866197657845,70.29898617774862,71.02145904209581,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,29.75977653631285,70.7538175385934,70.37337086492613,71.1007872186581,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,29.916201117318437,70.82959061320615,70.44899537855494,71.18293449467023,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,30.072625698324025,70.90599364650441,70.52581088965863,71.26104006332154,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,30.22905027932961,70.9830390845762,70.60376856926067,71.34060102759418,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,30.385474860335194,71.06073937350956,70.68281958838463,71.42258691678568,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,30.54189944134078,71.13910695939235,70.75806817764595,71.50540040719595,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,30.69832402234637,71.21815428831253,70.83557780719511,71.58901522087102,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,30.85474860335196,71.29789380635805,70.91802902810268,71.67340507985689,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,31.011173184357546,71.37833795961689,71.00166726235472,71.75854370619957,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,31.167597765363126,71.45949919417694,71.08624046443609,71.84128639560973,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,31.32402234636871,71.54138995612621,71.15435232130318,71.92129016947928,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,31.480446927374302,71.62402269155264,71.24085299878445,72.00559180304062,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,31.63687150837989,71.70740984654408,71.32958076976858,72.09244972194382,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,31.793296089385475,71.79156386718867,71.41892108175256,72.18003513949064,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,31.94972067039106,71.8764971995741,71.50525663306496,72.26832119452078,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,32.10614525139665,71.9622222897885,71.5909035167085,72.35728102587396,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,32.262569832402235,72.04875158391982,71.6778755122267,72.44688777238989,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,32.41899441340782,72.13609752805597,71.76626741976655,72.53458038165886,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,32.57541899441341,72.2242725682828,71.85617403947492,72.6211804324044,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,32.73184357541899,72.31328901452747,71.94769017149878,72.70851174481521,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,32.88826815642458,72.40315867217984,72.0386915455594,72.79659874322721,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,33.04469273743017,72.493892958046,72.1279647778224,72.88546550586108,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,33.201117318435756,72.58547961308847,72.21971770379002,72.9751059556495,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,33.357541899441344,72.67786466530556,72.31501149112775,73.06546088683999,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,33.513966480446925,72.77098989666925,72.41010352432652,73.16281323634372,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,33.67039106145251,72.86479708915125,72.5084292985166,73.25989478683047,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,33.8268156424581,72.95922802472352,72.60080789012903,73.34580924462288,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,33.98324022346369,73.05422448535782,72.69226574093156,73.4476582622604,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,34.13966480446928,73.14972825302613,72.78392106332771,73.5556280043112,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,34.29608938547486,73.24568110970026,72.87576894180802,73.66020166437474,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,34.452513966480446,73.34202483735203,72.96780446086308,73.75676968031999,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,34.608938547486034,73.43870121795332,73.06002270498337,73.85375591003023,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,34.76536312849162,73.53565203347607,73.15241875865948,73.95115225406894,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,34.92178770949721,73.63281906589208,73.23960670551463,74.05311414380934,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,35.07821229050279,73.73014409717317,73.32172116738332,74.1548141839391,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,35.23463687150838,73.82756890929116,73.40423439399812,74.25580648298647,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,35.391061452513966,73.92503528421814,73.48718730950512,74.35078173075492,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,35.547486033519554,74.02248500392572,73.57713802618231,74.44618120461884,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,35.70391061452514,74.11985985038586,73.67746325015828,74.54368915075467,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,35.86033519553072,74.21710160557049,73.76366095186646,74.64372951087049,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,36.01675977653631,74.31415205145133,73.8554028955578,74.74411518982272,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,36.1731843575419,74.41095297000034,73.96353465347337,74.84483808817488,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,36.32960893854749,74.50744614318933,74.06115541386772,74.94589010649044,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,36.486033519553075,74.60357335308336,74.1424366482909,75.04726314533289,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,36.642458100558656,74.69927638617864,74.22936747169952,75.15016067817152,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,36.79888268156424,74.79449703524585,74.33063344304622,75.25093988685248,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,36.95530726256983,74.8891770935315,74.43218354280786,75.35322739065661,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,37.11173184357542,74.98325984881359,74.51889998825003,75.45259657630231,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,37.26815642458101,75.07670327114823,74.60091866038584,75.54957798978356,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,37.42458100558659,75.16947366409931,74.67292385929518,75.6513792827163,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,37.581005586592184,75.26153742688071,74.76849323728608,75.74667522717009,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,37.737430167597765,75.35286095870649,74.86313370664544,75.83809008464327,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,37.89385474860335,75.44341065879068,74.95094461808746,75.94052643941015,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,38.05027932960894,75.53315292634704,75.03927307143742,76.04372804492054,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,38.20670391061452,75.6220541605896,75.1280273412807,76.1328241029959,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,38.36312849162012,75.71008076073235,75.21711570220265,76.20956214995418,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,38.5195530726257,75.79719912598927,75.30017436878875,76.28430881180313,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,38.675977653631286,75.88337565557428,75.37613384725917,76.37827815003442,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,38.832402234636874,75.96857674870135,75.46661818677649,76.46806677041064,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,38.988826815642454,76.05276880458439,75.53583250337925,76.54102374300429,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,39.14525139664805,76.13591822243737,75.60404374432738,76.64542144827536,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,39.30167597765363,76.21799140147431,75.6712709832291,76.75114073674017,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,39.45810055865922,76.29895474090911,75.73753329369262,76.85558409322202,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,39.614525139664806,76.37877463995578,75.80284974932624,76.95862056976526,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,39.77094972067039,76.45741749782822,75.86776386924262,77.0601192184142,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,39.92737430167598,76.53484971374036,75.93562728346919,77.15994909121324,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,40.08379888268156,76.61103768690627,76.00285085755787,77.25797924020668,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,40.24022346368715,76.68594781653981,76.069448324356,77.35091981286499,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,40.39664804469274,76.75954654235547,76.13543341671088,77.4267156575098,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,40.55307262569832,76.8318007090228,76.20081986746985,77.50085695637728,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,40.709497206703915,76.90267739425839,76.26562140948019,77.57328546475924,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,40.865921787709496,76.97214367857107,76.32985177558925,77.64394293794747,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,41.02234636871509,77.0401666618467,76.3908171744138,77.71277118076242,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,41.17877094972067,77.10672328728509,76.4454286181958,77.779737158578925,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,41.33519553072625,77.17181632709733,76.49927128827652,77.84507620928593,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,41.49162011173185,77.23545273884082,76.5523400423613,77.91968299846673,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,41.64804469273743,77.29763948007277,76.61247552584474,77.99228243491672,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,41.80446927374302,77.35838350835067,76.65613523336437,78.06296862294795,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,41.960893854748605,77.41769178123175,76.70685138569337,78.1318356668724,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,42.117318435754186,77.4755712562733,76.75677305284779,78.1989776710021,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,42.27374301675978,77.53202889103252,76.80589509253299,78.26448873964898,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,42.43016759776536,77.58707164306706,76.84679762478163,78.3284629771251,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,42.58659217877095,77.64070646993399,76.88968562009296,78.39099448774243,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,42.74301675977654,77.69294032919065,76.93058614096196,78.452177375813,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,42.89944134078212,77.74378017839443,76.95910007100807,78.51210574564877,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,43.055865921787714,77.79323297510254,76.98709121844865,78.52471456615933,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,43.212290502793294,77.84130567687252,77.01464974349201,78.54463432397546,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,43.36871508379888,77.88800524126138,77.04186580634638,78.61402996072334,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,43.52513966480447,77.93333862582668,77.06882953112465,78.681745862216,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,43.68156424581005,77.97731278812563,77.06516626035568,78.74777256968068,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,43.837988826815646,78.01993468571554,77.10649029914201,78.81360464348194,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,43.99441340782123,78.06121127615374,77.14910864003895,78.89074112703477,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,44.150837988826815,78.10114951701013,77.17596479507213,78.95766256532258,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,44.3072625698324,78.1397564746345,77.20301944916582,79.01053496508524,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,44.463687150837984,78.17703958890182,77.21114757813959,79.0630938897331,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,44.62011173184358,78.21300637979674,77.2580848953678,79.115433443578155,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,44.77653631284916,78.24766436730404,77.28627600789258,79.16764773093243,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,44.93296089385475,78.28102107140845,77.31502626031087,79.21404019166054,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,45.089385474860336,78.31308516895088,77.34442252589756,79.2644406878371,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,45.24581005586592,78.34388476834258,77.36428098224812,79.31309837451256,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,45.40223463687151,78.37346410167912,77.3792499441659,79.36007296552333,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,45.55865921787709,78.40186788910464,77.35721170620485,79.4054250942825,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,45.71508379888268,78.4291408507635,77.37339896159023,79.44921539420326,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,45.87150837988827,78.45532770679989,77.3628206343105,79.49859338008889,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,46.02793296089386,78.48047317735814,77.35006937508422,79.58593907056184,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,46.184357541899445,78.50462198258245,77.33523390435423,79.63636041506761,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,46.340782122905026,78.52781884261711,77.35073075876706,79.64423237696235,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,46.497206703910614,78.5501084776064,77.34366486492664,79.64979592596751,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,46.6536312849162,78.57153560769453,77.2912897090718,79.69219555081892,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,46.81005586592179,78.59214495302587,77.2568243152534,79.76108544358112,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,46.96648044692738,78.61198123374444,77.23289859364704,79.82974323112568,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,47.12290502793296,78.63108916999482,77.20742098319387,79.89817812609512,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,47.279329608938546,78.649513481921,77.1804802043367,79.96639934113196,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,47.435754189944134,78.66729888966739,77.09480568922815,80.01793742958586,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,47.59217877094972,78.68449011337823,77.0753439481104,80.04952533903199,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,47.74860335195531,78.70113187319761,77.06472127029633,80.08381593265824,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,47.90502793296089,78.7172688892701,77.04948797658359,80.10660637232175,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,48.06145251396648,78.73294597614657,77.02693399948936,80.16379217714562,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,48.21787709497207,78.74820855009071,76.99307733950731,80.23302770327695,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,48.374301675977655,78.76310095477771,76.9366567014285,80.30220368087689,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,48.53072625698324,78.77766726899547,76.87504595825602,80.37133479106356,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,48.687150837988824,78.79195157153207,76.81271972548677,80.44043571495509,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,48.84357541899441,78.80599794117546,76.74979036396883,80.50952113366955,20,50,66,81
slice_median,All,rSO2_Ch1,ET_CO2,1,10000,0,49,78.81985045671367,76.67654484881304,80.57860572832506,20,50,66,81
slice_median,All,rSO2_Ch2,ET_CO2,1,10000,0,21,67.80513152427554,67.0200757824852,68.61026805297791,20,50,66,81
slice_median,All,rSO2_Ch2,ET_CO2,1,10000,0,21.156424581005588,67.82127861013042,67.06795666367805,68.59599177246855,20,50,66,81
slice_median,All,rSO2_Ch2,ET_CO2,1,10000,0,21.312849162011172,67.83810973697612,67.11604988093497,68.58030338672032,20,50,66,81
slice_median,All,rSO2_Ch2,ET_CO2,1,10000,0,21.46927374301676,67.85568941412538,67.16438402373336,68.56568004873753,20,50,66,81
slice_median,All,rSO2_Ch2,ET_CO2,1,10000,0,21.625698324022345,67.87408215089098,67.20936486447303,68.56238986528342,20,50,66,81
slice_median,All,rSO2_Ch2,ET_CO2,1,10000,0,21.782122905027933,67.89335245658575,67.23985173653107,68.56460740157446,20,50,66,81
slice_median,All,rSO2_Ch2,ET_CO2,1,10000,0,21.93854748603352,67.91356484052258,67.28825066035103,68.55952807948486,20,50,66,81
slice_median,All,rSO2_Ch2,ET_CO2,1,10000,0,22.094972067039105,67.93478381201409,67.33727493169508,68.55611602319902,20,50,66,81
slice_median,All,rSO2_Ch2,ET_CO2,1,10000,0,22.251396648044693,67.95707388037339,67.37359279870189,68.55639401497893,20,50,66,81
slice_median,All,rSO2_Ch2,ET_CO2,1,10000,0,22.40782122905028,67.98049955491311,67.4121853521077,68.55685593026786,20,50,66,81
slice_median,All,rSO2_Ch2,ET_CO2,1,10000,0,22.564245810055866,68.00512534494604,67.44667737280878,68.55940605488848,20,50,66,81
slice_median,All,rSO2_Ch2,ET_CO2,1,10000,0,22.720670391061457,68.03101575978502,67.48583979492183,68.57436079793727,20,50,66,81
slice_median,All,rSO2_Ch2,ET_CO2,1,10000,0,22.87709497206704,68.05823530874301,67.52688147255891,68.58585648384573,20,50,66,81
slice_median,All,rSO2_Ch2,ET_CO2,1,10000,0,23.033519553072622,68.08684850113266,67.56990177983326,68.58593087748181,20,50,66,81
slice_median,All,rSO2_Ch2,ET_CO2,1,10000,0,23.18994413407821,68.11691984626682,67.61182211818769,68.59342300929288,20,50,66,81
